2023-04-25 14:35:57, 425
2023-04-25 14:35:58, 93
2023-04-25 14:35:58, 755
2023-04-25 14:35:58, 931
2023-04-25 14:35:58, 366
2023-04-25 14:35:58, 890
2023-04-25 14:35:59, 92
2023-04-25 14:35:59, 93
2023-04-25 14:35:59, 126
2023-04-25 14:35:59, 736
2023-04-25 14:35:59, 307
2023-04-25 14:36:00, 455
2023-04-25 14:36:00, 487
2023-04-25 14:36:00, 350
2023-04-25 14:36:01, 762
2023-04-25 14:36:01, 542
2023-04-25 14:36:02, 629
2023-04-25 14:36:02, 313
2023-04-25 14:36:02, 868
2023-04-25 14:36:02, 646
2023-04-25 14:36:03, 271
2023-04-25 14:36:03, 794
2023-04-25 14:36:03, 694
2023-04-25 14:36:03, 724
2023-04-25 14:36:04, 842
2023-04-25 14:36:04, 497
2023-04-25 14:36:04, 499
2023-04-25 14:36:04, 996
2023-04-25 14:36:04, 851
2023-04-25 14:36:05, 751
2023-04-25 14:36:05, 606
2023-04-25 14:36:05, 137
2023-04-25 14:36:05, 917
2023-04-25 14:36:06, 202
2023-04-25 14:36:06, 638
2023-04-25 14:36:06, 669
2023-04-25 14:36:06, 80
2023-04-25 14:36:07, 32
2023-04-25 14:36:07, 257
2023-04-25 14:36:07, 194
2023-04-25 14:36:07, 631
2023-04-25 14:36:08, 256
2023-04-25 14:36:08, 317
2023-04-25 14:36:08, 298
2023-04-25 14:36:08, 822
2023-04-25 14:36:08, 854
2023-04-25 14:36:09, 669
2023-04-25 14:36:09, 444
2023-04-25 14:36:09, 888
2023-04-25 14:36:09, 388
2023-04-25 14:36:10, 626
2023-04-25 14:36:10, 679
2023-04-25 14:36:10, 127
2023-04-25 14:36:10, 495
2023-04-25 14:36:11, 985
2023-04-25 14:36:11, 580
2023-04-25 14:36:11, 865
2023-04-25 14:36:11, 582
2023-04-25 14:36:12, 496
2023-04-25 14:36:12, 891
2023-04-25 14:36:12, 789
2023-04-25 14:36:13, 625
2023-04-25 14:36:13, 654
2023-04-25 14:36:13, 632
2023-04-25 14:36:13, 588
2023-04-25 14:36:13, 25
2023-04-25 14:36:14, 878
2023-04-25 14:36:14, 906
2023-04-25 14:36:14, 508
2023-04-25 14:36:14, 580
2023-04-25 14:36:15, 406
2023-04-25 14:36:15, 636
2023-04-25 14:36:16, 42
2023-04-25 14:36:16, 765
2023-04-25 14:36:16, 450
2023-04-25 14:36:17, 440
2023-04-25 14:36:17, 652
2023-04-25 14:36:17, 37
2023-04-25 14:36:17, 48
2023-04-25 14:36:18, 845
2023-04-25 14:36:18, 841
2023-04-25 14:36:18, 614
2023-04-25 14:36:19, 744
2023-04-25 14:36:19, 58
2023-04-25 14:36:19, 62
2023-04-25 14:36:20, 706
2023-04-25 14:36:20, 831
2023-04-25 14:36:20, 389
2023-04-25 14:36:21, 919
2023-04-25 14:36:21, 660
2023-04-25 14:36:21, 199
2023-04-25 14:36:21, 734
2023-04-25 14:36:22, 28
2023-04-25 14:36:22, 326
2023-04-25 14:36:22, 541
2023-04-25 14:37:55, 555
2023-04-25 14:37:55, 867
2023-04-25 14:37:55, 553
2023-04-25 14:37:56, 663
2023-04-25 14:37:56, 209
2023-04-25 14:37:56, 519
2023-04-25 14:37:56, 986
2023-04-25 14:37:56, 779
2023-04-25 14:37:56, 314
2023-04-25 14:37:57, 738
2023-04-25 14:37:57, 589
2023-04-25 14:38:13, 212
2023-04-25 14:38:13, 735
2023-04-25 14:38:13, 848
2023-04-25 14:38:14, 818
2023-04-25 14:38:14, 730
2023-04-25 14:38:14, 507
2023-04-25 14:38:14, 852
2023-04-25 14:38:14, 270
2023-04-25 14:38:15, 39
2023-04-25 14:38:15, 945
2023-04-25 14:38:15, 114
2023-04-25 14:38:15, 44
2023-04-25 14:38:15, 202
2023-04-25 14:38:16, 653
2023-04-25 14:38:16, 158
2023-04-25 14:38:16, 941
2023-04-25 14:38:17, 764
2023-04-25 14:38:17, 956
2023-04-25 14:38:17, 275
2023-04-25 14:38:18, 863
2023-04-25 14:38:18, 623
2023-04-25 14:38:18, 1000
2023-04-25 14:38:19, 279
2023-04-25 14:38:19, 628
2023-04-25 14:38:19, 566
2023-04-25 14:38:19, 626
2023-04-25 14:38:19, 651
2023-04-25 14:38:20, 17
2023-04-25 14:38:20, 712
2023-04-25 14:38:20, 213
2023-04-25 14:38:20, 876
2023-04-25 14:38:21, 572
2023-04-25 14:38:21, 492
2023-04-25 14:38:21, 344
2023-04-25 14:38:21, 964
2023-04-25 14:38:21, 404
2023-04-25 14:38:22, 381
2023-04-25 14:38:22, 116
2023-04-25 14:38:22, 574
2023-04-25 14:38:22, 828
2023-04-25 14:38:23, 163
2023-04-25 14:38:23, 769
2023-04-25 14:38:23, 997
2023-04-25 14:38:23, 881
2023-04-25 14:38:24, 884
2023-04-25 14:38:24, 609
2023-04-25 14:38:24, 644
2023-04-25 14:38:24, 922
2023-04-25 14:38:25, 284
2023-04-25 14:38:25, 381
2023-04-25 14:38:25, 132
2023-04-25 14:38:25, 810
2023-04-25 14:38:25, 728
2023-04-25 14:38:26, 993
2023-04-25 14:38:50, 281
2023-04-25 14:38:50, 745
2023-04-25 14:38:50, 506
2023-04-25 14:38:50, 735
2023-04-25 14:38:50, 869
2023-04-25 14:38:51, 157
2023-04-25 14:38:51, 332
2023-04-25 14:38:51, 940
2023-04-25 14:38:52, 486
2023-04-25 14:38:52, 863
2023-04-25 14:38:52, 704
2023-04-25 14:38:52, 588
2023-04-25 14:38:53, 636
2023-04-25 14:38:53, 929
2023-04-25 14:38:53, 411
2023-04-25 14:38:54, 870
2023-04-25 14:38:54, 682
2023-04-25 14:38:54, 745
2023-04-25 14:38:55, 930
2023-04-25 14:38:55, 23
2023-04-25 14:38:55, 364
2023-04-25 14:38:55, 771
2023-04-25 14:38:56, 819
2023-04-25 14:38:56, 983
2023-04-25 14:38:56, 85
2023-04-25 14:38:56, 752
2023-04-25 14:38:57, 662
2023-04-25 14:38:57, 339
2023-04-25 14:38:57, 472
2023-04-25 14:38:57, 386
2023-04-25 14:38:57, 178
2023-04-25 14:38:58, 30
2023-04-25 14:38:58, 477
2023-04-25 14:38:58, 354
2023-04-25 14:38:58, 314
2023-04-25 14:38:58, 285
2023-04-25 14:38:59, 247
2023-04-25 14:38:59, 386
2023-04-25 14:38:59, 982
2023-04-25 14:38:59, 630
2023-04-25 14:39:00, 418
2023-04-25 14:39:00, 239
2023-04-25 14:39:00, 539
2023-04-25 14:39:42, 550
2023-04-25 14:39:43, 586
2023-04-25 14:39:43, 675
2023-04-25 14:39:43, 181
2023-04-25 14:39:43, 311
2023-04-25 14:39:43, 252
2023-04-25 14:39:43, 955
2023-04-25 14:39:44, 302
2023-04-25 14:39:44, 565
2023-04-25 14:39:44, 63
2023-04-25 14:39:44, 39
2023-04-25 14:39:45, 78
2023-04-25 14:39:45, 506
2023-04-25 14:39:45, 709
2023-04-25 14:39:45, 676
2023-04-25 14:39:45, 678
2023-04-25 14:39:45, 188
